	LABEL	SENTENCE
179	导购#开始	有什么手机比较好
203	导购#开始	有什么款
204	导购#开始	有什么类型的
205	导购#开始	有哪些
206	导购#开始	有啥手机
180	导购#开始	有手机吗
181	导购#开始	有没有手机啊
182	导购#开始	有没有比较好的手机
183	导购#开始	有那些手机
184	导购#开始	来一部手机
185	导购#开始	看手机
186	导购#开始	看看先咯
187	导购#开始	看看手机呀
188	导购#开始	给我介绍一台手机吧
189	导购#开始	给我妈妈买个手机
190	导购#开始	继续
191	导购#开始	聊手机吧
192	导购#开始	聊手机啊
193	导购#开始	聊手机嘛
194	导购#开始	聊点什么把
195	导购#开始	说说手机
196	导购#开始	请问有什么手机
197	导购#开始	这里有什么手机
198	导购#开始	那看看手机咯
199	导购#开始	那继续啦
207	导购#成交	不用，我买了
208	导购#成交	不错，我买了
209	导购#成交	买
210	导购#成交	买三个
211	导购#成交	买下吧
212	导购#成交	买了
213	导购#成交	买吧
214	导购#成交	买啊
215	导购#成交	买它了
216	导购#成交	买这款
217	导购#成交	买这款了
218	导购#成交	买这款吧
219	导购#成交	买这款手机
220	导购#成交	刚才那台
221	导购#成交	刚才那台呀
222	导购#成交	可以，买了
223	导购#成交	唉，买了买了
224	导购#成交	嗯嗯，我买了
225	导购#成交	嗯嗯，那就这个吧 谢谢你
226	导购#成交	嗯好的我就要这款了
227	导购#成交	嗯我要了
228	导购#成交	嗯，买
229	导购#成交	嗯，买了
230	导购#成交	嗯，很好，成交
231	导购#成交	嗯，我就买这款了
232	导购#成交	嗯，那我买了
233	导购#成交	够给力，我买了
234	导购#成交	好吧 那我就要它了
235	导购#成交	好吧 那我就要这台吧
236	导购#成交	好吧就要这个了
237	导购#成交	好吧我就要这部了
238	导购#成交	好吧我要了
239	导购#成交	好吧那么就要这部手机了
240	导购#成交	好吧那我就要这部了
241	导购#成交	好吧，买了
242	导购#成交	好吧，就要这个
243	导购#成交	好吧，就这个
244	导购#成交	好吧，就这个了
245	导购#成交	好吧，就这款
246	导购#成交	好吧，我就勉为其难地要地要了这款吧
247	导购#成交	好吧，我要买一部
248	导购#成交	好吧，我要买两个
249	导购#成交	好吧，那么我就要这部了
250	导购#成交	好吧，那买了
251	导购#成交	好吧，那就买这款
252	导购#成交	好吧，那就这款
253	导购#成交	好呀我就要这部了
254	导购#成交	好啊就要这部了
255	导购#成交	好啊，我就要这部了
256	导购#成交	好啦我就要刚才那部手机
257	导购#成交	好就要这款
258	导购#成交	好就这款
259	导购#成交	好我就要这台了
260	导购#成交	好我就要这部了
261	导购#成交	好我想要这部
262	导购#成交	好的就要这部了
263	导购#成交	好的就这个
264	导购#成交	好的我就买这部
265	导购#成交	好的我就要这部
266	导购#成交	好的我就要这部了
267	导购#成交	好的那就这部吧
268	导购#成交	好的那我就要这部
269	导购#成交	好的那我就要这部了
270	导购#成交	好的，就买这款了
271	导购#成交	好的，就要这台
272	导购#成交	好的，就要这款了
273	导购#成交	好的，就这款
274	导购#成交	好的，我就要这款
275	导购#成交	好的，我要这款了
276	导购#成交	好的，那么我要买这部
277	导购#成交	好的，那我要这部
278	导购#成交	好要三个
279	导购#成交	好那么我就要这款了
280	导购#成交	好那我就要这部了
281	导购#成交	好！我就要这款了！
282	导购#成交	好，买了
283	导购#成交	好，就它了
284	导购#成交	好，就它吧
285	导购#成交	好，就要这款了
286	导购#成交	好，就这款吧
287	导购#成交	好，我决定买了
288	导购#成交	好，给我这款
289	导购#成交	好，这款我要了
290	导购#成交	好，那就买这款
291	导购#成交	好，那就这款吧
292	导购#成交	好，那赶紧成交
293	导购#成交	对啊，买了
294	导购#成交	对，买这款
295	导购#成交	就买刚才那个
296	导购#成交	就买刚才那台
297	导购#成交	就买刚才那台呀
298	导购#成交	就买它
299	导购#成交	就买它了
300	导购#成交	就买它吧
301	导购#成交	就买这个了
302	导购#成交	就买这台了
303	导购#成交	就买这款
304	导购#成交	就买这款了
305	导购#成交	就买这款吧
306	导购#成交	就他了
307	导购#成交	就它了
308	导购#成交	就是它了吧
309	导购#成交	就要他了
310	导购#成交	就要它了
311	导购#成交	就要它呀
312	导购#成交	就要这台了
313	导购#成交	就要这台把
314	导购#成交	就要这款
315	导购#成交	就要这款了
316	导购#成交	就要这款吧
317	导购#成交	就这个
318	导购#成交	就这个吧
319	导购#成交	就这个咯
320	导购#成交	就这台吧
321	导购#成交	就这款
322	导购#成交	就这款了
323	导购#成交	就这款了，谢谢
324	导购#成交	就这款吧
325	导购#成交	很好我想要买这部
326	导购#成交	恩就要这部
327	导购#成交	恩恩，买了
328	导购#成交	恩恩，成交
329	导购#成交	恩我要买这部
330	导购#成交	恩，就这款了
331	导购#成交	成交
332	导购#成交	成交了
333	导购#成交	我买
334	导购#成交	我买了
335	导购#成交	我买它了
336	导购#成交	我买当前这部吧
337	导购#成交	我买这部了
338	导购#成交	我就买了
339	导购#成交	我就买他了
340	导购#成交	我就买她
341	导购#成交	我就买它了
342	导购#成交	我就买这台
343	导购#成交	我就买这台了
344	导购#成交	我就买这款
345	导购#成交	我就买这部了
346	导购#成交	我就想买刚才那台
347	导购#成交	我就要买这部
348	导购#成交	我就要刚才的呀
349	导购#成交	我就要刚才那台
350	导购#成交	我就要刚才那款
351	导购#成交	我就要这款了
352	导购#成交	我就要这款吧
353	导购#成交	我就要这部了
354	导购#成交	我就要这部啦
355	导购#成交	我就要这部手机了
356	导购#成交	我想买
357	导购#成交	我想买这款
358	导购#成交	我想买这部
359	导购#成交	我想买这部手机
360	导购#成交	我想要买这部
361	导购#成交	我是说我要这部手机了
362	导购#成交	我要一个
417	导购#成交	我要上一款
363	导购#成交	我要两个
364	导购#成交	我要买
365	导购#成交	我要买啊
366	导购#成交	我要买这一部
367	导购#成交	我要买这款
368	导购#成交	我要买这款手机
369	导购#成交	我要买这部
370	导购#成交	我要了
371	导购#成交	我要他了
372	导购#成交	我要刚才那部手机
373	导购#成交	我要它了
374	导购#成交	我要这台
375	导购#成交	我要这台了
376	导购#成交	我要这款
418	导购#成交	我说我要刚才的那部手机
377	导购#成交	没有了，买这款
378	导购#成交	没有了，我就要这台
379	导购#成交	算了我就要这部手机了
380	导购#成交	算了，买了吧
381	导购#成交	行了，就买它了
382	导购#成交	要三个
383	导购#成交	要两个
384	导购#成交	要这部
385	导购#成交	说的好，我要这款了
419	导购#成交	购买
386	导购#成交	还行，就这款了
387	导购#成交	这个好，必须买
388	导购#成交	这台
389	导购#成交	这款我要
390	导购#成交	那么我还是要这部
391	导购#成交	那买了
392	导购#成交	那买这款好了
393	导购#成交	那就买了
394	导购#成交	那就买了吧
395	导购#成交	那就买吧
396	导购#成交	那就买喽
397	导购#成交	那就买这款
398	导购#成交	那就买这款了
399	导购#成交	那就买这款吧
400	导购#成交	那就买这部吧
401	导购#成交	那就它吧
402	导购#成交	那就要上面那台
403	导购#成交	那就要他了
404	导购#成交	那就要它了
405	导购#成交	那就要这一台吧
406	导购#成交	那就要这个咯
407	导购#成交	那就要这款
408	导购#成交	那就这款
409	导购#成交	那就这款吧
410	导购#成交	那我买一部吧
411	导购#成交	那我买了
412	导购#成交	那我买了哦
413	导购#成交	那我就买它
414	导购#成交	那我就买这台
415	导购#成交	那我就要这款吧
416	导购#成交	那我就要这部了
420	导购#更换	买不起，换一款
421	导购#更换	再换一个
422	导购#更换	可惜了，换一个呗
423	导购#更换	我要更好的
424	导购#更换	换一个
425	导购#更换	换一台
426	导购#更换	换一台手机
427	导购#更换	换一款
428	导购#更换	换一款吧
429	导购#更换	换一款呗
430	导购#更换	换一款手机
431	导购#更换	换一款新的把
432	导购#更换	换一部吧
433	导购#更换	有更好的吗？
434	导购#更换	有更好的推荐码
435	导购#更换	有更好的推荐码完
436	导购#更换	还有更好的么
437	导购#更换	还行，有更好的么
438	导购#更换	那换一款
439	导购#更换	那换一部吧
440	导购#结束	88
441	导购#结束	886
442	导购#结束	下次再来吧
443	导购#结束	下次再见
444	导购#结束	下次聊
445	导购#结束	不买了，再见
446	导购#结束	不买了，去洗澡先
447	导购#结束	不了，再见
448	导购#结束	不和你聊了，再见！
449	导购#结束	不早了
450	导购#结束	不聊了
451	导购#结束	不说了，再见
452	导购#结束	你好再见
453	导购#结束	再聊
454	导购#结束	再见
455	导购#结束	再见了
456	导购#结束	再见咯
457	导购#结束	再见啦
458	导购#结束	再见，不买了
459	导购#结束	再见，谢谢
460	导购#结束	吃饭去了先
461	导购#结束	哈哈再见
462	导购#结束	哈哈好的再见
463	导购#结束	嗯嗯再见
464	导购#结束	嗯嗯，拜拜
465	导购#结束	嗯嗯，晚安
466	导购#结束	嗯，拜拜
467	导购#结束	好再见
468	导购#结束	好吧再见
469	导购#结束	好吧该睡觉了
470	导购#结束	好吧，我敲论文了，你自己慢慢玩哈～～
471	导购#结束	好吧，谢谢你的推荐，再见
472	导购#结束	好吧，谢谢晚安
473	导购#结束	好哒，拜拜！
474	导购#结束	好的再见
475	导购#结束	好的，拜拜
476	导购#结束	完了再见
477	导购#结束	就这样
478	导购#结束	就这样吧
479	导购#结束	恩再见
480	导购#结束	恩，拜拜
481	导购#结束	我不想买了，再见
482	导购#结束	我是说拜拜啦
483	导购#结束	我走了
484	导购#结束	我赶时间先走了
485	导购#结束	拜把有
486	导购#结束	拜拜
487	导购#结束	拜拜了
488	导购#结束	拜拜，不买了
489	导购#结束	明天见
490	导购#结束	晚安
491	导购#结束	没有了，拜拜
492	导购#结束	算了我不想买了，再见
493	导购#结束	算了，拜拜
494	导购#结束	说再见呢
495	导购#结束	谢啦，再见
496	导购#结束	走了
497	导购#结束	这样，好吧那我走了
498	导购#结束	这段是回顾用的，拜拜
499	导购#结束	那好吧，再见了
500	导购#详情	介绍一下
501	导购#详情	介绍一下这款
502	导购#详情	介绍下手机
503	导购#详情	你说吧
504	导购#详情	具体一点
505	导购#详情	具体点
506	导购#详情	听听
507	导购#详情	怎样
508	导购#详情	我不懂这些，你给我讲讲
509	导购#详情	比如说？
510	导购#详情	详细点
511	导购#详情	说
512	导购#详情	这款介绍一下
513	导购#详情	这部怎样
514	社交义务#不用谢	不用客气
515	社交义务#不用谢	不用谢
516	社交义务#不用谢	客气
520	社交义务#致谢	一定一定，谢谢
521	社交义务#致谢	不用了，谢谢
522	社交义务#致谢	哈哈谢谢
517	社交义务#致谢	嗯嗯 谢谢你
523	社交义务#致谢	嗯嗯，谢谢你哦
524	社交义务#致谢	好吧，谢谢
518	社交义务#致谢	好哒谢谢
525	社交义务#致谢	好的谢谢
526	社交义务#致谢	希望你变得更好，工作人员们也辛苦了
527	社交义务#致谢	恩恩，谢谢
528	社交义务#致谢	恩谢啦
519	社交义务#致谢	没了，谢谢你
529	社交义务#致谢	没有了~~~谢谢呐···
530	社交义务#致谢	没有了谢谢
531	社交义务#致谢	谢了
532	社交义务#致谢	谢啦
533	社交义务#致谢	谢谢
534	社交义务#致谢	谢谢你
535	社交义务#致谢	谢谢你哦···
536	社交义务#致谢	谢谢你，晚安
537	社交义务#致谢	谢谢啦
538	社交义务#致谢	谢谢，再见
539	社交义务#道歉	不好意思
540	社交义务#问候	Hello
541	社交义务#问候	下午好
542	社交义务#问候	你好
543	社交义务#问候	你好吗
544	社交义务#问候	你好呀
545	社交义务#问候	你好啊
546	社交义务#问候	你好，i
547	社交义务#问候	初次上来，多多关照
548	社交义务#问候	哈喽
549	社交义务#问候	嗨
550	社交义务#问候	在吗
551	社交义务#问候	很高兴认识你
552	社交义务#问候	您好
553	社交义务#问候	您好啊
554	社交义务#问候	您好，欢迎光临！
555	社交义务#问候	感觉你好
556	社交义务#问候	我来光临
557	社交义务#问候	我说你好啊
558	社交义务#问候	早上好
559	社交义务#问候	早啊
560	社交义务#问候	晚上好
561	社交义务#问候	晚上好啊
562	表态#不满	下次不来了
563	表态#不满	不买了我很生气
564	表态#不满	不喜欢
565	表态#不满	不喜欢这一款
566	表态#不满	不好
567	表态#不满	不开心
568	表态#不满	不想说了
569	表态#不满	不满意
570	表态#不满	不给好评了
571	表态#不满	也是醉了
572	表态#不满	今晚很不开心
573	表态#不满	你叫什么，我要投诉你
574	表态#不满	你好坑爹
575	表态#不满	你好笨
576	表态#不满	你很烦哎
577	表态#不满	你真笨
578	表态#不满	你都没推荐给我
579	表态#不满	卧槽，那该怎样
580	表态#不满	受不了
581	表态#不满	哈哈你真笨
582	表态#不满	坑爹
583	表态#不满	好烦
584	表态#不满	差评
585	表态#不满	很不满意
586	表态#不满	心情不好
587	表态#不满	感觉你服务不好
588	表态#不满	我不好
589	表态#不满	我不开心
590	表态#不满	我生气了
591	表态#不满	我要投诉你
592	表态#不满	我跟你进行不下去了
593	表态#不满	无语
594	表态#不满	是你在调皮好吗？！不过就是想要买个手机。。。
595	表态#不满	给不给我走
596	表态#不满	给差评
597	表态#不满	还是他啊
598	表态#不满	这个时候我想爆粗~
599	表态#不满	都说了我不好╮(╯﹏╰)╭
600	表态#不满	骗我
601	表态#否定	不
602	表态#否定	不不不
603	表态#否定	不了
604	表态#否定	不会
605	表态#否定	不对
606	表态#否定	不想买手机会怎样
607	表态#否定	不用了
608	表态#否定	不能
609	表态#否定	不行不行
610	表态#否定	你没有我想要的
611	表态#否定	嗯嗯，不过我不喜欢。
612	表态#否定	好吧 我不要了
613	表态#否定	好吧你这里没有我想要的
614	表态#否定	好吧，我不是很想买手机了
615	表态#否定	我不喜欢这部
616	表态#否定	我不是问天气啊
617	表态#否定	我没问这个
618	表态#否定	我觉得不会
619	表态#否定	我说不喜欢
620	表态#否定	我还没说要求
621	表态#否定	我还没说需求诶
622	表态#否定	无
623	表态#否定	没
624	表态#否定	没了
625	表态#否定	没听过啊
626	表态#否定	没有
627	表态#否定	没有了
628	表态#否定	没有哦
629	表态#否定	没有啊
630	表态#否定	没有我想要的
631	表态#否定	没谢你
632	表态#否定	真的都不是啊
633	表态#否定	算了
634	表态#否定	算了我不是很想买了
635	表态#否定	这款不喜欢
636	表态#否定	这款太旧
637	表态#否定	这里没有我想要的手机
638	表态#否定	那算了
639	表态#否定	都不是
640	表态#否定	都不是啊
641	表态#满意	不错
642	表态#满意	不错不错
643	表态#满意	你真热情
644	表态#满意	厉害喔
645	表态#满意	听起来不错
646	表态#满意	哈哈，你好可爱
647	表态#满意	哈哈，你好幽默
648	表态#满意	哦，好像很不错
649	表态#满意	啊，挺不错的
650	表态#满意	嗯嗯，你真厉害
651	表态#满意	嗯，不错
652	表态#满意	嗯，很好
653	表态#满意	好像不错呀
654	表态#满意	好评
655	表态#满意	好，不错
656	表态#满意	好，我喜欢
657	表态#满意	好，我就是喜欢这种手机
658	表态#满意	好，说的不错
659	表态#满意	开心
660	表态#满意	很好
661	表态#满意	很好啊
662	表态#满意	很棒！真的！漂亮！
663	表态#满意	很满意
664	表态#满意	恩不错
665	表态#满意	恩，非常不错
666	表态#满意	我喜欢
667	表态#满意	我觉得这台手机不错
668	表态#满意	我说很好
669	表态#满意	挺不错的
670	表态#满意	挺不错的啊
671	表态#满意	挺好
672	表态#满意	挺好的
673	表态#满意	看起来不错
674	表态#满意	还不错
675	表态#满意	还不错嘛
676	表态#满意	这款不错
677	表态#满意	这款很好，很适合
678	表态#满意	这款手机挺不错的
679	表态#满意	那还不错
680	表态#满意	非常不错
681	表态#满意	非常好
682	表态#犹豫	不知道
683	表态#犹豫	不知道买不买
684	表态#犹豫	不知道哪款好
685	表态#犹豫	你主动点吧。我眼花缭乱，没主意了
686	表态#犹豫	你帮我推荐一下咯
687	表态#犹豫	你推荐
688	表态#犹豫	你有什么好推荐的？
689	表态#犹豫	你有什么好推荐？
690	表态#犹豫	你给我推荐啊
691	表态#犹豫	你能帮我对比下手机吗
692	表态#犹豫	你说得有点乱，我不知道选哪个好
693	表态#犹豫	你说得有点乱，我都不知道选哪个好
694	表态#犹豫	叫你推荐一款手机给我呀
711	表态#犹豫	哦，有什么手机推荐呢？
695	表态#犹豫	哪个好点
696	表态#犹豫	哪款好
697	表态#犹豫	哪部好点
698	表态#犹豫	好可以考虑下
699	表态#犹豫	好吧，我再考虑一下
712	表态#犹豫	想你帮我推荐一部手机
700	表态#犹豫	我不知道哪个好
701	表态#犹豫	我不知道选哪个好
702	表态#犹豫	我也不知道
703	表态#犹豫	我也不知道哪个好
704	表态#犹豫	我再考虑下
705	表态#犹豫	我在考虑下把
706	表态#犹豫	我考虑一下
707	表态#犹豫	我要想想
708	表态#犹豫	我还没考虑好
713	表态#犹豫	有什么好手机推荐吗？
714	表态#犹豫	有什么手机推荐一下
715	表态#犹豫	有什么手机推荐下
720	表态#犹豫	有什么推荐
709	表态#犹豫	正在考虑{#表态#犹豫#直接模板}
716	表态#犹豫	直接给我推荐一台
717	表态#犹豫	给我推荐一台
718	表态#犹豫	给我推荐一款手机
719	表态#犹豫	给我推荐手机吧
710	表态#犹豫	考虑下
721	表态#犹豫	那你推荐下吧
722	表态#犹豫	那你给我推荐呀
723	表态#疑问	好吗
725	表态#疑问	所以你给我哪部啊
724	表态#疑问	这样真的好吗
729	表态#肯定	也可以把
730	表态#肯定	也行
731	表态#肯定	决定了
732	表态#肯定	可以
733	表态#肯定	可以 啊
734	表态#肯定	可以接受
735	表态#肯定	哈哈好的
736	表态#肯定	哦，可以
737	表态#肯定	嗯
738	表态#肯定	嗯不用客气
739	表态#肯定	嗯嗯
740	表态#肯定	嗯嗯好
792	表态#肯定	嗯，好
741	表态#肯定	嗯，还行
742	表态#肯定	嘻嘻好哒
727	表态#肯定	好
743	表态#肯定	好吧
744	表态#肯定	好呀
745	表态#肯定	好咯
746	表态#肯定	好哒
747	表态#肯定	好啊
748	表态#肯定	好的
749	表态#肯定	好的我知道了
750	表态#肯定	好的试试
751	表态#肯定	好，也行
752	表态#肯定	好，可以
753	表态#肯定	对
754	表态#肯定	对啊
755	表态#肯定	必须的
756	表态#肯定	恩
757	表态#肯定	恩哈行
758	表态#肯定	恩好的
759	表态#肯定	恩恩
760	表态#肯定	恩还行
761	表态#肯定	恩，好饿
762	表态#肯定	我看行
763	表态#肯定	我觉得挺好的
764	表态#肯定	是
765	表态#肯定	是呀
766	表态#肯定	是的
767	表态#肯定	是的，我也在用
726	表态#肯定	有
768	表态#肯定	没疑问啊
769	表态#肯定	没问题
770	表态#肯定	没问题啦
771	表态#肯定	看着合适就行
772	表态#肯定	知道
773	表态#肯定	知道了
774	表态#肯定	确定了
775	表态#肯定	能
776	表态#肯定	行
777	表态#肯定	行了，决定好了
778	表态#肯定	行咯
779	表态#肯定	要
780	表态#肯定	要啊
781	表态#肯定	还可以
782	表态#肯定	还可以呀
783	表态#肯定	还可以啊
784	表态#肯定	还行
785	表态#肯定	还行吧
786	表态#肯定	还行呀
787	表态#肯定	还行啊
788	表态#肯定	这个可以
789	表态#肯定	这款可以
790	表态#肯定	那好吧
728	表态#肯定	那就好
791	表态#肯定	都要
806	表态#附和	呃
793	表态#附和	呵呵
794	表态#附和	哇
795	表态#附和	哈哈
796	表态#附和	哈哈哈
797	表态#附和	哈？
798	表态#附和	哎
799	表态#附和	哦
800	表态#附和	哦哦
801	表态#附和	啊
802	表态#附和	喔
803	表态#附和	这样
804	表态#附和	这样啊
805	表态#附和	额
807	表态#随便	也没要求
808	表态#随便	无所谓
809	表态#随便	无所谓捏
810	表态#随便	没有要求
811	表态#随便	没要求
812	表态#随便	没要求哦
813	表态#随便	没要求啊
814	表态#随便	真心没要求
815	表态#随便	这个无所谓
816	表态#随便	这个没关系
817	表态#随便	这个没有要求
818	表态#随便	这个没要求
819	表态#随便	都行
820	表态#随便	都行吧
821	表态#随便	随便
823	闲聊#天气	下雨了今天
824	闲聊#天气	下雨了好烦
825	闲聊#天气	下雨吗
826	闲聊#天气	下雨咋办
827	闲聊#天气	今天天气好冷
828	闲聊#天气	今天天气好吗
829	闲聊#天气	今天天气真好
830	闲聊#天气	今天好
822	闲聊#天气	今天好冷啊
831	闲聊#天气	哈哈哈，今天阳光灿烂
832	闲聊#天气	天气
833	闲聊#天气	天气好不好今天
834	闲聊#天气	天气好吗
835	闲聊#天气	天气好吗今天
836	闲聊#天气	好冷
837	闲聊#天气	好热
838	闲聊#天气	手机的天气预报要比较准确
839	闲聊#天气	突然感觉好冷啊
840	闲聊#天气	那明天会下雨吗
841	闲聊#时间	今天
842	闲聊#时间	今天什么日期
843	闲聊#时间	几点
844	闲聊#时间	几点现在
845	闲聊#时间	告诉我几点
846	闲聊#时间	告诉我时间
847	闲聊#时间	好吧现在几点了
848	闲聊#时间	我没带手表只想问下时间而已
849	闲聊#时间	日期
850	闲聊#时间	日期呢
851	闲聊#时间	时间
852	闲聊#时间	现在几点
853	闲聊#时间	现在几点了
854	闲聊#身份信息	你会说中文吗
855	闲聊#身份信息	你只会说英文
856	闲聊#身份信息	你只是个机器人，帮不了我
857	闲聊#身份信息	你叫什么
858	闲聊#身份信息	你叫什么名字
859	闲聊#身份信息	你好请问你能干什么
860	闲聊#身份信息	你好，你可以干什么
861	闲聊#身份信息	你提供什么服务
862	闲聊#身份信息	你是不是理综胜
863	闲聊#身份信息	你是机器人吗
864	闲聊#身份信息	你是谁
865	闲聊#身份信息	你有女朋友吗
866	闲聊#身份信息	你的名字是什么
867	闲聊#身份信息	你的开发者是谁
868	闲聊#身份信息	你能帮我些什么
869	闲聊#身份信息	你能帮我吗
870	闲聊#身份信息	你能帮我啥
871	闲聊#身份信息	你能干嘛
872	闲聊#身份信息	你能提供什么
873	闲聊#身份信息	你能提供什么服务
874	闲聊#身份信息	听说你最近技能提高了
875	闲聊#身份信息	机器人
876	闲聊#身份信息	能看得懂英语吗？
877	闲聊#身份信息	谁开发了你
878	闲聊#身份信息	谁是店家
